source	target
This analysis revealed that oil production from wells that produced during the three-year period fell by an average of 19 per cent per year.	Det viser seg at oljeproduksjonen fra brønner som var i produksjon i treårsperioden falt med gjennomsnittlig 19 prosent per år.
The purpose of the well was to prove petroleum in a prospect called “Ipswich” in reservoir rocks of Paleocene Age.	Hensikten med brønnen var å påvise petroleum i et prospekt kalt ”Ipswich” i reservoarbergarter av paleocene alder.
"It’s exciting that new companies want to enter the Norwegian shelf.	- Det er spennande at nye selskap vil inn på norsk sokkel.
This is down 18 per cent from 2009, when emissions of nmVOC were at 45 503 tonnes.	Dette er en nedgang på 18 prosent fra 2009, da utslippet var 45 503 tonn.
The well will be drilled in the Barents Sea about 50 km from Goliat and 78 km from shore (Sørøya).	Brønnen blir bora i Barentshavet om lag 50 kilometer fra Goliat og 78 kilometer fra land (Sørøya).
The company is also operator of well 16-2/6 being drilled on the nearby Avaldsnes prospect.	Selskapet er også operatør for brønn 16-2/6 som bores på prospektet Avaldsnes i nærheten.
The objective of the well was to investigate the thickness, properties, oil column and depth of the Jurassic reservoir, in order to define the extent of the Johan Sverdrup discovery toward the southeast.	Hensikten med brønnen var å undersøke tykkelse, egenskaper, oljekolonne og dyp til jurareservoaret for å definere utbredelsen av Johan Sverdrupfunnet mot sørøst.
Stig-Morten Knutsen, exploration manager in Nunaoil	Stig-Morten Knutsen, letesjef i Nunaoil
The area in this licence includes parts of block 16/1.	Arealet i dette løyvet består av delar av blokk 16/1.
The well is the second exploration well in production licence 312.	Brønnen er den andre letebrønnen i utvinningstillatelse 312.
The well is the first exploration well in production licence 412.	Brønnen er den første letebrønnen i utvinningstillatelse 412.
The resource estimate is 21.5 million Sm3 o.e.	Ressursestimatet er 21,5 mill Sm3 oljeekvivalenter.
“When developments on the NCS were few and large, we could be present at meetings in the various production licences,” says Erik Abrahamsen.	- Den gang det var få og store felt på norsk sokkel, kunne OD være til stede på møtene i de ulike utvinningstillatelsene.
The well be drilled about 65 kilometres west of the Johan Castberg area.	Brønnen blir bora om lag 65 kilometer vest for Johan Castberg området.
October 2003	Oktober 2003
Well 7324/8-3 was drilled by the Island Innovator drilling facility.	Brønn 7324/8-3 ble boret av boreinnretningen Island Innovator.
The authorities must open new areas for petroleum activities.	Myndigheitene må opne nye område for petroleumsverksemd.
The discovery is the largest in Jurassic rock in the North Sea in 2010, and the recoverable resources have been estimated at 6-40 million standard cubic metres (Sm3) of oil.	Funnet er det største i jura i Nordsjøen i år, utvinnbare ressurser er anslått til 6-40 millioner standard kubikkmeter (Sm3) olje.
The licensees in PL241 are:	& Prod.
“In addition to investigating these possibilities, we’re working to train the Chinese in this area.”	I tillegg til å utrede disse, arbeider vi med opplæring av kinesere innenfor dette feltet, sier Christensen.
The other licensees are Petoro AS with 37 per cent, Talisman with 27 per cent, RWE-DEA with 13.5 per cent and Revus Energy with a 4.5 per cent ownership interest.	Øvrige rettighetshavere er Petoro AS med 37 prosent, Talisman med 27 prosent, RWE-DEA med 13,5 prosent og Revus Energy med 4,5 prosentandel.
In the immediately underlying reservoir rocks, in the Rannoch formation in the Middle Jurassic, a 38-metre condensate column in sandstone with poor reservoir quality was encountered.	I umiddelbart underliggende reservoarbergarter, i Rannochformasjonen i midtre jura, ble det påtruffet en 38 meter kondensatkolonne i sandsteiner med dårlig reservoarkvalitet.
The primary exploration target of well 6406/12-4 S was to prove petroleum in Upper Jurassic sandstones in a southwestern segment, which is adjacent to the 6406/12-3 S discovery (Pil).	Primært letemål med brønn 6406/12-4 S var å påvise petroleum i øvre jura sandsteiner i et sørvestlig segment som grenser til funnet 6406/12-3 S (Pil).
Mineral deposits on the seabed	Mineralforekomster på havbunnen
The area in this licence mainly consists of a part of block 17/12, but also parts of the surrounding blocks 17/8, 17/9, 17/11, 18/7 and 18/10, northwest of the Yme field in the North Sea.	Arealet i denne tillatelsen består hovedsakelig av en del av blokk 17/12, men i tillegg deler av de omkringliggende blokkene 17/8, 17/9, 17/11, 18/7 og 18/10, nordvest for Ymefeltet i Nordsjøen.
The largest operational discharges from oil and gas production offshore are now linked to produced water, which contains small amounts of naturally occurring substances and radioactive substances that leak out of the bedrock.	De største operasjonelle utslippene fra olje- og gassproduksjonen offshore er nå knyttet til produsert vann, som inneholder små mengder naturlig forekommende stoffer og radioaktive stoffer som har lekket ut fra berggrunnen.
The recoverable resources were estimated at 1-3 billion Sm3 of gas and 6-10 million Sm3 of oil.	Utvinnbare ressurser er anslått til 1-3 milliarder Sm3 gass og 6-10 millioner Sm3 olje.
Well 7220/5-1 is being drilled by the Transocean Barents drilling facility, which will then proceed to permanently plug well 7222/11-1 (”Caurus”) in former production licence 228 (current production licence 659).	Brønn 7220/5-1 bores av boreinnretningen Transocean Barents, som etterpå skal permanent plugge brønn 7222/11-1 (”Caurus”) i tidligere utvinningstillatelse 228 (nåværende utvinningstillatelse 659).
"The objective of these meetings is collaboration and transfer of experience," says Toogood.	«Formålet med møtene er samarbeid og erfaringsoverføring,» sier Toogood.
34/8-17 S was drilled to a vertical depth of 3187 metres below the sea surface, and was terminated in the Lunde formation in the Upper Triassic.	34/8-17 S ble boret til et vertikalt dyp av 3187 meter under havoverflaten, og ble avsluttet i Lundeformasjonen i øvre trias.
The well encountered about 40-metre thick reservoir rocks in the Snadd formation and about 15-metre thick reservoir rocks in the Kobbe formation, both with poor reservoir quality.	Brønnen påtraff om lag 40 meter tykke reservoarbergarter i Snaddformasjonen og om lag 15 meter tykke reservoarbergarter i Kobbeformasjonen, begge med dårlig reservoarkvalitet.
According to SSB and Klif, total Norwegian emissions of NOx in 2009 amounted to 167 500 tonnes, a decline of 4 per cent compared with 2008.	Det samlete norske utslippet av NOx i 2009 var ifølge SSB og Klif 167 500 tonn, en nedgang på 4 prosent fra 2008.
The well encountered a total oil column of 16 metres, most likely in the Draupne formation, with alternating sandstone, siltstone and clay stone.	Brønnen påtraff en total oljekolonne på 16 meter sannsynligvis i Draupneformasjonen med vekslende sandstein, siltstein og leirstein.
The area in this licence is composed of parts of block 35/12.	Arealet i dette løyvet er samansett av delar av blokk 35/12.
The drilling program for well 31/10-1 concerns the drilling of a wildcat well in production licence 507.	Boreprogrammet for brønn 31/10-1 gjeld boring av undersøkingsbrønn i utvinningsløyve 507.
The licensees will consider the discoveries along with other nearby discoveries with regard to a development with tie-in to the Njord field.	Rettighetshaverne vil vurdere funnene sammen med andre funn i nærheten med hensyn til en utbygging ved tilknytning til Njord-feltet.
The well will be drilled to the southeast of the Edvard Grieg field in the central part of the North Sea.	Brønnen blir bora søraust på Edvard Grieg-feltet i den midtre delen av Nordsjøen.
The average daily production was about 2 752 000 barrels oil, about 115 000 barrels NGL and about 71 000 barrels condensate.	Gjennomsnittleg dagsproduksjon i september var om lag 2 752 000 fat stabilisert olje, om lag 115 000 fat NGL og om lag 71 000 fat kondensat.
Statoil is the operator.	Statoil er operatør.
Well 16/3-5 will be drilled from the Bredford Dolphin drilling facility in position 58°46’31.59’’ north 02°42’18.59’’ east for Lundin Norway AS in drilling permit 501.	Brønn 16/3-5 skal borast frå boreinnretninga Bredford Dolphin i posisjon 58°46’31,59’’ nord 02°42’18,59’’ aust for Lundin Norway AS i utvinningsløyve 501.
No fields were shut down in 2012.	Ingen felt ble stengde ned i 2012.
As regards the North Sea and the Norwegian Sea, the result of a reduction in oil resources and an increase in gas resources is based on new analyses of the plays.	For Nordsjøen og Norskehavet er resultatet av en reduksjon i oljeressursene og økning i gass-ressursene basert på nye analyser av letemodellene.
Average daily liquids production in May was: 1 612 000 barrels of oil, 349 000 barrels of NGL and 18 000 barrels of condensate.	Væskeproduksjonen i mai fordeler seg slik: 1 612 000 fat olje, 349 000 fat NGL og 18 000 fat kondensat i gjennomsnitt per dag.
61° 29.6' N	61° 29.6' N
This permit is contingent opon the operator having secured all other permits and consents required by other authorities before the drilling activity starts.	Løyvet føreset at dei andre løyva og samtykkja som vert kravd av andre myndigheiter er gitt før boreaktiviteten startar.
Wells 16/2-19 and 16/2-19 A were drilled to vertical depths of 2024 and 1971 metres, respectively, below the sea surface, the latter with a measured depth of 2348 metres.	16/2-19 og 16/2-19 A ble boret til et vertikalt dyp på henholdsvis 2024 og 1971 meter under havflaten, den siste med et målt dyp på 2348 meter.
Mandatory fields must be filled out before the application can be submitted – project description (maximum 400 words), number of grams per sample, number of samples in the stated interval, which analyses samples are used for, etc.	Obligatoriske felt må fylles ut før søknaden kan sendes – prosjektbeskrivelse (maksimum 400 ord), antall gram per prøve, antall prøver i det gitte intervallet, analyser prøvene brukes til osv.
The prize winner will have an opportunity to present themselves and the Norwegian Petroleum Directorate will present IOR goals and challenges.	Her får prisvinneren anledning til å presentere seg, og Oljedirektoratet vil presentere IOR-mål og problemstillinger.
Final figures will be published in the beginning of January 2003.	Endelege produksjonstal vil bli gjort offentleg i begynnelsen av januar 2003.
The NPD's preliminary assessment is that the size of the discovery is probably in the upper half of the uncertainty range.	ODs foreløpige vurdering er at størrelsen på funnet nå ligger i den øvre halvdelen av usikkerhetsspennet.
The Tyrihans project in the Norwegian Sea illustrates how technological progress can help to create good and profitable developments.	Utbyggingen av Tyrihansfeltet i Norskehavet er et eksempel som viser hvordan teknologiutvikling kan bidra til lønnsomme og gode prosjekter.
Place orders by filling out the order form and sending it to the NPD.	Bestilling foretas ved å fylle ut bestillingsskjema som sendes til OD.
The average daily liquid production in October was: 1 472 000 barrels of oil, 255 000 barrels of NGL and 77 000 barrels of condensate.	Væskeproduksjonen i oktober fordeler seg slik: 1 472 000 fat olje, 255 000 fat NGL og 77 000 fat kondensat i gjennomsnitt per dag.
